HS,TS,TA,HA,TT,C
7212.333,1120,605,7307,12.78624,41.18000
7211.167,1120,537,7484,12.80734,41.17250
7211.000,1120,505,7647,12.82844,41.16500
7211.000,1120,607,7545,12.84956,41.15000
7210.000,1120,737,7382,12.87064,41.16000
7209.667,1120,712,7285,12.89172,41.15000
7209.667,1120,644,7386,12.91282,41.15750
7209.167,1120,563,7591,12.93392,41.13500
7209.167,1120,525,7753,12.95505,41.15500
7208.500,1120,529,7793,12.97612,41.14250
7207.833,1120,532,7624,12.99722,41.15000
7207.000,1120,607,6946,13.03892,41.14750
7206.667,1120,672,6356,13.06005,41.14000
7206.000,1120,546,6734,13.08112,41.14500
7204.333,1120,461,6822,13.12286,41.14000
7203.667,1120,444,6791,13.14395,41.14250
7203.000,1120,343,6979,13.18567,41.12500
7200.833,1120,247,7207,13.22738,41.14250
7198.833,1100,152,7628,13.26916,41.12500
7197.167,1100,328,6980,13.31086,41.13500
7195.500,1100,332,7044,13.35259,41.13500
7194.000,1100,683,6187,13.39429,41.15750
7193.333,1100,899,5693,13.41538,41.15750
7192.833,1100,1070,5403,13.43647,41.19000
7191.833,1100,1256,5009,13.45757,41.16000
7192.167,1100,1355,4822,13.47178,41.16000
7191.833,1100,1441,4571,13.48602,41.17250
7191.333,1100,1529,4359,13.50023,41.17000
7191.667,1060,1628,4056,13.51447,41.18500
7191.667,1060,1672,3940,13.52172,41.20000
7191.000,1060,1750,3825,13.52894,41.20500
7191.500,1060,1822,3729,13.53617,41.22500
7190.667,1060,1846,3501,13.54341,41.23000
7191.500,1060,1883,3586,13.55065,41.24000
7190.833,1060,1972,3548,13.55789,41.23750
7191.167,1060,1938,3377,13.56867,41.22750
7190.833,1060,1922,3191,13.57947,41.22250
7190.500,1060,1909,2875,13.59368,41.22000
7190.667,1060,2002,2781,13.60447,41.21000
7190.667,1060,2018,2908,13.61523,41.22250
7190.167,1060,1993,3027,13.62249,41.21500
7190.667,1060,1889,3141,13.62972,41.22750
7190.667,1060,1725,3289,13.64050,41.22500
7190.667,1060,1608,3643,13.65127,41.20250
7189.833,1060,1499,3757,13.66550,41.20750
7190.000,1060,1402,4254,13.67971,41.18000
7190.333,1060,1273,4587,13.69394,41.19250
7190.667,1060,972,5739,13.71501,41.16750
7189.667,1060,782,6270,13.73610,41.16500
7189.333,1100,624,6705,13.75720,41.15250
7189.333,1100,516,6927,13.77829,41.13250
7189.500,1100,482,7086,13.79939,41.14000
7189.167,1100,564,6946,13.82050,41.13500
7189.167,1100,607,6739,13.84159,41.13000
7189.167,1100,630,6451,13.86270,41.12500
7187.500,1100,562,6900,13.88380,41.13250
7187.167,1100,527,7000,13.90492,41.12500
7187.000,1100,550,6776,13.92600,41.14000
7186.833,1100,485,6968,13.94709,41.13000
7186.667,1100,457,7170,13.96819,41.12000
7186.167,1100,455,7227,13.98929,41.13500
7185.833,1100,471,7111,14.01039,41.15500
7185.167,1100,468,7096,14.03150,41.15250
7185.500,1100,554,6853,14.05260,41.15250
7184.500,1100,426,7148,14.07372,41.13500
7184.167,1100,426,7133,14.09481,41.14000
7183.333,1100,377,7231,14.13653,41.15500
7182.000,1100,419,7086,14.17824,41.13750
7179.833,1100,355,7276,14.21995,41.13500
7179.833,1100,355,7328,14.26168,41.13750
7177.833,1100,351,7217,14.30340,41.15500
7177.500,1060,427,7086,14.34512,41.14750
7176.167,1060,663,6636,14.38684,41.16250
7175.000,1060,959,6152,14.40794,41.17500
7174.500,1060,1069,5940,14.41872,41.16000
7175.000,1060,1138,5727,14.42953,41.20000
7174.667,1060,1192,5540,14.44030,41.19500
7175.000,1060,1202,5531,14.45109,41.18000
7173.833,1060,1205,5483,14.46187,41.17500
7174.167,1060,1286,5392,14.47267,41.17500
7174.833,1060,1418,5139,14.48345,41.19250
7174.833,1060,1545,4755,14.49424,41.18250
7173.833,1060,1692,4349,14.50502,41.18250
7173.833,1060,1684,4389,14.51581,41.20750
7174.667,1060,1702,4375,14.52307,41.18250
7174.000,1060,1776,4179,14.53383,41.20750
7173.833,1060,1750,4253,14.54462,41.20500
7174.667,1060,1829,3994,14.55188,41.19750
7173.000,1060,1767,4101,14.55911,41.21250
7174.167,1060,1862,3905,14.56991,41.21500
7173.500,1060,1915,3818,14.57713,41.20750
7175.000,1060,1952,3747,14.58791,41.20500
7174.333,1060,1968,3784,14.59869,41.21750
7173.500,1060,2066,3660,14.60950,41.20250
7174.333,1060,2057,3703,14.61672,41.22250
7174.000,1060,1960,3818,14.62398,41.22500
7174.500,1060,1871,3984,14.63122,41.22250
7174.833,1060,1794,4275,14.64200,41.23500
7173.500,1060,1689,4787,14.65278,41.21000
7174.167,1060,1608,4739,14.66699,41.21250
7173.500,1060,1543,4859,14.68124,41.21500
7173.833,1060,1425,5280,14.69544,41.21750
7174.333,1060,1226,5892,14.70965,41.19750
7175.667,1060,997,6399,14.73074,41.18250
7175.167,1060,865,6645,14.75182,41.17250
7175.167,1060,899,6521,14.77291,41.16500
7175.167,1100,844,6598,14.79399,41.16500
7175.167,1100,882,6557,14.81509,41.16250
7175.333,1100,913,6528,14.83617,41.15750
7175.667,1100,933,6332,14.85727,41.14750
7175.667,1100,855,6504,14.87838,41.15000
7175.333,1100,764,6850,14.89946,41.15000
7175.833,1100,674,7124,14.92056,41.14750
7175.500,1100,605,7288,14.94166,41.14000
7174.500,1100,558,7452,14.96278,41.15000
7173.500,1100,570,7510,14.98385,41.13250
7173.833,1100,553,7503,15.00494,41.13500
7173.833,1100,608,7394,15.02604,41.14000
7174.000,1100,673,7138,15.04715,41.13500
7172.333,1100,732,6969,15.06826,41.13500
7173.000,1100,680,6953,15.08939,41.14750
7171.833,1100,568,7273,15.11046,41.14500
7171.833,1100,415,7501,15.13156,41.14250
7171.167,1100,449,7862,15.17330,41.12750
7168.667,1100,555,7457,15.21499,41.12500
7169.000,1100,520,7471,15.23611,41.13750
7167.667,1100,530,7416,15.25719,41.15250
7168.500,1100,529,7447,15.27830,41.14250
7168.500,1100,531,7390,15.29940,41.13250
7167.167,1100,530,7356,15.32049,41.15000
7166.833,1100,557,7379,15.34160,41.12500
7167.000,1100,796,6821,15.38329,41.15250
7165.833,1100,1013,6402,15.40437,41.14250
7165.333,1100,1214,5836,15.42546,41.16000
7164.667,1100,1384,5385,15.44654,41.15000
7165.167,1100,1509,5044,15.46075,41.15750
7164.667,1100,1607,4862,15.47498,41.16500
7165.167,1100,1708,4671,15.48919,41.17250
7164.500,1100,1822,4394,15.50339,41.17000
7164.500,1100,1913,4182,15.51760,41.18250
7164.833,1100,1967,4066,15.52484,41.19500
7164.833,1100,2056,3960,15.53208,41.19250
7164.833,1100,2099,3813,15.53929,41.22250
7164.833,1100,2102,3885,15.54654,41.22250
7164.833,1100,2114,3835,15.55376,41.22250
7165.333,1100,2184,3730,15.56101,41.22000
7165.000,1100,2158,3739,15.57177,41.21250
7165.333,1100,2161,3729,15.58255,41.19500
7165.000,1100,2147,3754,15.59333,41.20250
7165.500,1100,2230,3638,15.60410,41.19500
7166.333,1100,2285,3591,15.61487,41.20750
7165.667,1100,2257,3638,15.62212,41.20500
7165.667,1100,2151,3770,15.62934,41.21500
7166.333,1100,1978,3998,15.64013,41.20500
7166.333,1100,1866,4208,15.65090,41.20750
7165.833,1100,1741,4502,15.66510,41.19250
7166.833,1100,1633,5007,15.67932,41.19000
7166.500,1100,1451,5601,15.69353,41.18750
7167.333,1100,1121,6403,15.72199,41.16500
7167.000,1100,942,6744,15.74306,41.16500
7166.500,1100,812,7204,15.76417,41.14250
7167.500,1100,755,7495,15.78524,41.14750
7167.333,1120,710,7682,15.80634,41.12500
7167.333,1120,656,7752,15.82743,41.13750
7167.000,1120,630,7865,15.84854,41.13250
7166.667,1120,574,7931,15.86964,41.14250
7166.167,1120,563,8050,15.89073,41.13750
7165.333,1120,544,8166,15.91183,41.14500
7165.500,1120,528,8285,15.93293,41.12750
7166.000,1120,552,8459,15.95403,41.13500
7164.500,1120,519,8541,15.97513,41.13250
7163.833,1120,522,8628,15.99623,41.13750
7164.000,1120,488,8675,16.01733,41.11500
7164.333,1120,518,8729,16.03843,41.13750
7164.000,1120,523,8773,16.05953,41.14250
7162.667,1120,454,8746,16.08063,41.12500
7162.667,1120,442,8749,16.10175,41.13000
7161.500,1120,422,8729,16.14344,41.14750
7160.000,1120,516,8630,16.18517,41.14750
7159.667,1120,562,8114,16.22686,41.14000
7157.667,1120,562,7958,16.26856,41.15000
7156.833,1120,747,6896,16.28966,41.15750
7157.333,1120,798,6667,16.31078,41.15750
7156.667,1120,801,6496,16.33186,41.17500
7155.333,1100,829,6386,16.37356,41.16000
7155.000,1100,1244,5688,16.41525,41.17250
7154.333,1100,1392,5358,16.42948,41.18000
7154.333,1100,1521,5092,16.44370,41.18500
7153.500,1100,1682,4674,16.45792,41.19750
7154.000,1100,1814,4401,16.47215,41.19000
7154.000,1100,1916,3992,16.48637,41.20750
7153.833,1100,1995,3746,16.50059,41.19250
7153.833,1100,2034,3810,16.51481,41.21250
7154.333,1100,2062,3684,16.52204,41.22750
7153.833,1100,2135,3625,16.52927,41.21250
7154.667,1100,2152,3572,16.53650,41.20250
7153.333,1100,2167,3548,16.54376,41.22750
7154.000,1100,2195,3538,16.55101,41.23500
7153.833,1100,2203,3445,16.55825,41.24750
7154.000,1100,2189,3472,16.56917,41.22750
7153.167,1100,2079,3630,16.57984,41.23500
7154.000,1100,2077,3765,16.59062,41.22250
7154.333,1100,2161,3451,16.60140,41.22250
7154.333,1100,2211,3405,16.61220,41.21500
7154.000,1100,2205,3418,16.61943,41.24500
7154.667,1100,2123,3540,16.62666,41.21750
7154.333,1100,2028,3670,16.63391,41.23750
7154.333,1100,1964,3830,16.64115,41.20750
7154.333,1100,1900,3889,16.65194,41.21000
7154.667,1100,1829,3978,16.66272,41.19500
7155.500,1100,1729,4288,16.67694,41.21500
7154.667,1120,1674,4580,16.69118,41.18500
7155.333,1120,1618,4668,16.70538,41.19000
7156.167,1120,1644,4383,16.71959,41.18250
7156.500,1120,1549,4609,16.74067,41.19000
7156.000,1120,1450,4919,16.76176,41.16000
7156.667,1120,1220,5610,16.78282,41.16750
7157.333,1120,1232,5572,16.80391,41.17000
7157.333,1120,1215,5650,16.82499,41.16000
7157.000,1140,1176,5749,16.84608,41.16750
7157.500,1140,1080,6052,16.86719,41.14000
7158.000,1140,1107,5903,16.88831,41.15250
7157.500,1140,1143,5927,16.90939,41.14500
7157.833,1140,1064,6154,16.93047,41.14500
7157.833,1140,1158,5839,16.95155,41.14250
7157.667,1140,1325,5363,16.97264,41.14500
7157.833,1140,1270,5405,16.99373,41.14500
7157.500,1140,1215,5595,17.01481,41.14750
7157.667,1140,1180,5727,17.03590,41.15750
7158.000,1140,1111,5942,17.05698,41.15000
7157.167,1160,1120,5962,17.07807,41.15000
7157.667,1160,1023,6123,17.09916,41.14250
7157.167,1160,933,6432,17.12024,41.13750
7157.000,1160,990,6389,17.14133,41.12750
7156.167,1160,801,6858,17.16242,41.13500
7155.333,1160,747,7127,17.18351,41.15000
7156.167,1160,723,7337,17.20459,41.15250
7155.000,1160,764,7355,17.22568,41.14000
7155.167,1160,794,7278,17.24677,41.14500
7154.500,1160,782,7353,17.26787,41.14750
7154.167,1160,788,7426,17.28897,41.15750
7153.667,1160,755,7484,17.31013,41.14750
7152.167,1160,1050,7049,17.45843,41.17500
7151.000,1160,1135,6896,17.47953,41.17500
7151.333,1160,1159,6712,17.50059,41.18500
7150.167,1160,1230,6547,17.51481,41.18000
7150.333,1160,1294,6417,17.52560,41.18500
7150.667,1160,1357,6307,17.53639,41.16750
7149.333,1160,1419,6127,17.54719,41.19750
7150.500,1160,1486,6039,17.55443,41.18250
7149.667,1160,1502,5916,17.56167,41.18500
7149.667,1160,1525,5838,17.57244,41.18500
7149.333,1160,1511,5781,17.58324,41.19500
7149.833,1160,1508,5845,17.59404,41.20500
7150.167,1160,1567,5852,17.60481,41.20500
7148.667,1160,1641,5530,17.61560,41.20250
7148.167,1160,1598,5640,17.62284,41.20000
7149.000,1160,1545,5761,17.63362,41.20000
7148.167,1160,1454,5826,17.64442,41.18500
7148.167,1160,1389,6065,17.65862,41.19250
7148.500,1160,1399,6190,17.67286,41.20250
7148.167,1160,1348,6461,17.68707,41.19500
7148.500,1160,1281,6568,17.70130,41.20000
7147.167,1160,1126,6978,17.72237,41.18750
7147.667,1160,1011,7248,17.77197,41.18250
7147.667,1160,1003,7273,17.79306,41.17750
7147.667,1160,928,7480,17.81416,41.18000
7146.833,1160,829,7638,17.83523,41.17750
7147.500,1160,930,7795,17.85633,41.18000
7147.667,1160,955,7751,17.87742,41.18000
7146.500,1160,919,7677,17.89852,41.16750
7146.833,1160,761,7791,17.91962,41.16250
7146.667,1160,672,7870,17.94069,41.17000
7145.333,1160,623,8026,17.96179,41.14750
7145.333,1160,638,8314,17.98289,41.14000
7145.000,1160,731,8681,18.00397,41.14500
7144.500,1160,792,8816,18.02507,41.14750
7144.500,1160,798,8859,18.04628,41.15250
7144.167,1160,721,8831,18.06730,41.17000
7143.500,1160,690,8825,18.08840,41.15000
7143.833,1160,676,8838,18.10950,41.15000
7142.667,1160,749,8866,18.15120,41.14500
7142.333,1160,760,8855,18.17229,41.14750
7140.833,1160,1184,6409,18.21397,41.17250
7140.833,1160,1075,6729,18.23505,41.19000
7139.833,1160,921,6856,18.27674,41.18000
7139.500,1160,859,6920,18.31843,41.17000
7138.333,1160,1076,6671,18.36013,41.17250
7138.333,1160,1168,6311,18.37433,41.17750
7138.000,1160,1144,6398,18.39542,41.17500
7136.667,1160,1218,6265,18.42125,41.20750
7136.667,1160,1229,5971,18.43199,41.18250
7135.333,1160,1222,5977,18.44278,41.19250
7135.167,1160,1241,5836,18.45699,41.19000
7134.833,1160,1269,5804,18.46777,41.18250
7134.333,1160,1268,5829,18.47855,41.19250
7134.333,1160,1252,5878,18.48933,41.19000
7132.833,1160,1309,5894,18.50012,41.19500
7133.500,1160,1357,5726,18.51089,41.19750
7132.667,1160,1294,5814,18.52167,41.20750
7132.667,1160,1238,5929,18.53245,41.20250
7132.833,1160,1167,5918,18.54667,41.19750
7131.667,1160,1138,5837,18.56088,41.19250
7132.500,1160,1126,5865,18.57509,41.18000
7131.167,1160,1180,5656,18.58931,41.17500
7130.833,1160,1133,5727,18.60353,41.18000
7130.167,1160,1076,5647,18.61774,41.18000
7129.833,1160,1034,5485,18.63883,41.18000
7129.333,1160,1036,5429,18.65991,41.16000
7129.000,1160,990,5604,18.67412,41.19000
7128.000,1160,979,5596,18.68833,41.16500
7127.833,1160,943,5669,18.70942,41.16000
7127.167,1160,884,6023,18.73050,41.17750
7126.667,1160,691,7175,18.75159,41.17000
7191.833,1160,637,7910,18.77267,41.16750
7240.333,1160,650,8134,18.79376,41.15750
7249.000,1160,651,8226,18.81486,41.15750
7253.667,1160,658,8304,18.83595,41.16500
7254.333,1160,661,8323,18.85704,41.16500
7251.167,1160,691,8240,18.89873,41.16500
7247.167,1160,769,7823,18.94043,41.16500
7241.333,1160,798,7375,18.98211,41.17000
7235.667,1160,762,7493,19.02381,41.14500
7231.500,1140,724,7405,19.06550,41.17250
7227.167,1140,775,6936,19.10719,41.17750
7223.167,1140,760,6828,19.14888,41.17500
7219.000,1140,719,6744,19.19057,41.18000
7215.500,1140,682,6873,19.23231,41.16500
7211.167,1140,691,6908,19.27402,41.18750
7208.333,1140,585,7780,19.31576,41.18500
7209.833,1140,571,8358,19.35747,41.20000
7227.833,1120,709,8583,19.39917,41.20250
7245.167,1120,679,8568,19.41338,41.20750
7270.333,1120,672,8579,19.42760,41.20750
7290.000,1120,721,8600,19.44869,41.22000
7292.167,1120,779,8531,19.46979,41.21750
7293.833,1120,770,8459,19.48400,41.22500
7290.167,1120,834,8309,19.50509,41.22500
7285.500,1120,827,8385,19.51931,41.23000
7278.667,1120,941,8424,19.54039,41.24750
7276.333,1120,971,8341,19.55461,41.22750
7276.333,1120,894,8479,19.56883,41.24500
7304.000,1120,855,8519,19.58304,41.23500
7310.667,1120,898,8623,19.60413,41.23250
7308.667,1120,918,8626,19.61834,41.24750
7305.667,1120,847,8584,19.63943,41.24750
7300.333,1120,818,8566,19.66052,41.26250
7296.167,1120,866,8547,19.68166,41.24500
7292.000,1120,836,8501,19.70275,41.25500
7289.667,1120,801,8429,19.72384,41.26250
7314.000,1120,796,8590,19.74493,41.23000
7353.500,1120,725,8855,19.78663,41.25000
7421.833,1120,734,9190,19.82832,41.24750
7426.833,1120,739,9404,19.87001,41.27000
7432.333,1120,791,9580,19.91170,41.27750
7423.000,1120,786,9650,19.95340,41.27500
7413.167,1120,801,9696,19.99509,41.29250
7404.500,1120,796,9721,20.03678,41.28750
7398.000,1120,842,9741,20.07847,41.30000
7427.833,1120,810,9723,20.12017,41.29000
7491.500,1100,801,9714,20.16186,41.30000
7505.500,1100,796,9698,20.20355,41.33000
7545.667,1100,792,9744,20.24524,41.31750
7582.833,1100,834,9785,20.28693,41.31250
7585.500,1100,844,9827,20.32863,41.33500
7586.333,1100,850,9870,20.37038,41.33750
7586.500,1100,829,9888,20.41207,41.34750
7590.333,1100,677,9885,20.45376,41.35250
7585.167,1100,831,9945,20.49547,41.37250
7581.333,1100,887,9962,20.50969,41.37750
7579.167,1100,900,9962,20.52391,41.37500
7564.667,1100,897,9953,20.53818,41.37250
7546.333,1100,973,9958,20.55929,41.37500
7535.333,1100,1007,9949,20.57007,41.38750
7521.167,1100,1197,9965,20.58084,41.38750
7511.000,1100,1289,9891,20.58815,41.37500
7491.333,1100,1357,9339,20.59537,41.38000
7472.833,1100,1391,8781,20.60260,41.38250
7461.667,1100,1372,8296,20.60985,41.39000
7452.333,1060,1326,8282,20.61707,41.38000
7442.333,1060,1272,8359,20.62431,41.38250
7429.167,1060,1224,8410,20.63509,41.38000
7419.667,1060,1217,8437,20.64589,41.38000
7412.333,1060,1173,8398,20.65668,41.38250
7404.333,1060,1133,8501,20.67089,41.35250
7399.667,1060,1081,8515,20.68510,41.36500
7394.000,1060,1036,8755,20.70618,41.38000
7387.000,1060,981,8941,20.72728,41.37000
7380.500,1060,919,9101,20.74837,41.35000
7374.833,1060,878,9247,20.76944,41.36750
7366.833,1060,854,9402,20.79053,41.36000
7361.333,1060,769,9434,20.81162,41.38500
7357.333,1060,801,9625,20.83271,41.37000
7352.500,1060,862,9785,20.85380,41.36250
7349.667,1060,879,9851,20.89549,41.37000
7371.000,1060,895,9903,20.93719,41.35250
7428.333,1060,806,9905,20.97887,41.34500
7489.833,1060,851,9946,21.02057,41.35750
7501.333,1060,875,9966,21.06229,41.33750
7469.833,1060,879,9984,21.10395,41.34250
7437.333,1060,769,9965,21.14565,41.33500
7414.500,1100,748,9978,21.18734,41.34000
7394.667,1100,736,9997,21.22903,41.33500
7384.000,1100,763,9999,21.27072,41.34750
7372.500,1100,682,9999,21.31243,41.34000
7361.833,1100,745,9999,21.35412,41.35250
7353.500,1100,999,9999,21.39581,41.36000
7349.167,1100,1084,9999,21.41690,41.35250
7346.167,1100,1177,9999,21.43797,41.34750
7343.667,1100,1262,9914,21.45220,41.35250
7341.500,1100,1357,8771,21.46642,41.35250
7340.167,1100,1417,8274,21.47721,41.35750
7338.500,1100,1475,7425,21.48800,41.37500
7337.333,1100,1509,7049,21.49877,41.37000
7336.833,1100,1431,7268,21.50957,41.37000
7335.833,1100,1493,7362,21.52034,41.38500
7334.500,1100,1559,7222,21.52757,41.38750
7334.167,1100,1620,6854,21.53479,41.39000
7332.500,1100,1695,6922,21.54203,41.39000
7331.500,1100,1644,6704,21.54926,41.39000
7331.833,1100,1706,6734,21.55649,41.39500
7330.333,1100,1842,6251,21.56727,41.39500
7329.000,1100,1802,6039,21.57450,41.37500
7327.833,1100,1822,5857,21.58529,41.38250
7326.667,1100,1707,6201,21.59608,41.38750
7325.333,1100,1753,6212,21.60330,41.37750
7324.500,1100,1834,5886,21.61053,41.41000
7323.667,1100,1725,5888,21.61777,41.38750
7323.167,1100,1514,6512,21.62855,41.39500
7320.667,1100,1458,6675,21.64275,41.37500
7320.333,1100,1387,6956,21.65697,41.36750
7318.667,1100,1373,7607,21.68542,41.36750
7317.667,1100,1360,7476,21.69963,41.36500
7317.000,1100,1255,7648,21.71384,41.36500
7315.167,1100,1046,7983,21.73492,41.36000
7314.667,1100,968,8487,21.75601,41.33500
7313.333,1100,921,8803,21.77709,41.32750
7311.167,1100,878,8971,21.79818,41.33750
7311.000,1120,866,9161,21.81926,41.34500
7309.500,1120,859,9331,21.84035,41.35500
7307.333,1120,819,9375,21.86144,41.33500
7306.333,1120,801,9388,21.88252,41.35750
7305.333,1120,762,9390,21.90361,41.32250
7304.500,1120,729,9399,21.92470,41.35000
7303.000,1120,705,9421,21.94579,41.33250
7301.667,1120,687,9469,21.96688,41.33250
7300.000,1120,674,9542,21.98797,41.34500
7298.667,1120,690,9642,22.00906,41.32750
7298.000,1120,667,9684,22.03015,41.32750
7294.500,1120,633,9742,22.07185,41.32000
7291.500,1120,750,9893,22.11354,41.33500
7290.500,1120,632,9879,22.15524,41.32750
7288.667,1120,577,9882,22.19693,41.33000
7286.167,1120,653,9928,22.23862,41.32500
7283.500,1120,730,9976,22.28034,41.34500
7281.167,1120,711,9986,22.32201,41.34250
7279.000,1120,796,9999,22.36372,41.35750
7277.167,1120,1026,9999,22.40539,41.35750
7278.000,1120,1086,9999,22.41618,41.38500
7277.167,1120,1158,9986,22.42697,41.37750
7277.167,1120,1238,9489,22.43775,41.38500
7276.500,1120,1271,9045,22.44854,41.38000
7275.667,1120,1313,8763,22.45932,41.39250
7275.333,1120,1358,8618,22.46656,41.38250
7275.333,1120,1401,8281,22.47737,41.37250
7274.500,1120,1473,8166,22.48815,41.39000
7274.167,1120,1466,7992,22.49894,41.37250
7274.167,1120,1551,7903,22.51317,41.38500
7273.667,1120,1648,7598,22.52039,41.40250
7274.167,1120,1761,7043,22.52764,41.40750
7274.167,1120,1708,7062,22.53487,41.41750
7273.667,1120,1663,7085,22.54211,41.40750
7273.167,1120,1609,7043,22.54934,41.41750
7274.167,1120,1633,7246,22.56012,41.42000
7273.833,1120,1753,6899,22.56736,41.41750
7274.000,1120,1801,6641,22.57815,41.40250
7273.833,1120,1574,7064,22.58892,41.40750
7272.833,1120,1606,7325,22.59971,41.38750
7273.500,1120,1753,6956,22.60694,41.39750
7272.833,1120,1768,6733,22.61418,41.40500
7273.333,1120,1659,7002,22.62495,41.40000
7272.833,1120,1549,7160,22.63219,41.40750
7273.167,1120,1478,7430,22.64640,41.41250
7272.500,1120,1431,7505,22.65719,41.41250
